,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,revenue,quarter,year,month,week_day
699,4642, Order Finished  , Shahid Shariari        ,2011-02-26,9,131220,0.08,10498, Technology       , Computer Peripherals           ,120722,2011Q1,2011,February-2011,Saturday
702,5121, Order Finished  , Ralph Kennedy          ,2012-05-10,45,3983406,0.07,278838, Technology       , Telephones and Communication   ,3704568,2012Q2,2012,May-2012,Thursday
703,5346, Order Finished  , Khloe Miller           ,2010-12-25,34,5865980,0.07,410619, Furniture        , Office Furnishings             ,5455361,2010Q4,2010,December-2010,Saturday
704,5473, Order Finished  , Shahid Hopkins         ,2012-03-24,42,711380,0.09,64024, Office Supplies  , Envelopes                      ,647356,2012Q1,2012,March-2012,Saturday
705,5698, Order Finished  , Kristina Nunn          ,2009-05-20,15,594100,0.09,53469, Office Supplies  , Appliances                     ,540631,2009Q2,2009,May-2009,Wednesday
706,6144, Order Finished  , Ralph Kennedy          ,2009-06-21,24,134700,0.07,9429, Office Supplies  , Labels                         ,125271,2009Q2,2009,June-2009,Sunday
707,6374, Order Finished  , Ricardo Emerson        ,2011-08-07,29,1714840,0.07,120039, Technology       , Computer Peripherals           ,1594801,2011Q3,2011,August-2011,Sunday
708,7169, Order Finished  , Lela Donovan           ,2010-03-26,22,893440,0.05,44672, Furniture        , Office Furnishings             ,848768,2010Q1,2010,March-2010,Friday
710,8229, Order Finished  , Patrick O'Brill        ,2009-12-07,7,7130540,0.04,285222, Technology       , Office Machines                ,6845318,2009Q4,2009,December-2009,Monday
711,8290, Order Finished  , Patrick O'Brill        ,2009-12-09,32,418040,0.04,16722, Office Supplies  , Labels                         ,401318,2009Q4,2009,December-2009,Wednesday
712,8515, Order Finished  , Trudy Schmidt          ,2010-12-21,33,1459840,0.0,0, Technology       , Computer Peripherals           ,1459840,2010Q4,2010,December-2010,Tuesday
713,8801, Order Finished  , Thomas Brumley         ,2012-08-10,32,5186160,0.0,0, Furniture        , Office Furnishings             ,5186160,2012Q3,2012,August-2012,Friday
714,8992, Order Finished  , Shahid Shariari        ,2010-11-12,3,882860,0.06,52972, Furniture        , Chairs & Chairmats             ,829888,2010Q4,2010,November-2010,Friday
715,9409, Order Finished  , Vicky Freymann         ,2012-05-05,12,3425320,0.1,342532, Technology       , Computer Peripherals           ,3082788,2012Q2,2012,May-2012,Saturday
716,10306, Order Finished  , Lela Donovan           ,2010-07-21,20,620620,0.02,12412, Furniture        , Office Furnishings             ,608208,2010Q3,2010,July-2010,Wednesday
717,10470, Order Finished  , Khloe Miller           ,2012-05-04,35,493960,0.1,49396, Furniture        , Office Furnishings             ,444564,2012Q2,2012,May-2012,Friday
718,10819, Order Finished  , Mike Vittorini         ,2010-08-24,35,466780,0.06,28007, Office Supplies  , Paper                          ,438773,2010Q3,2010,August-2010,Tuesday
719,10916, Order Finished  , Trudy Schmidt          ,2011-03-10,23,270620,0.06,16237, Office Supplies  , Binders and Binder Accessories ,254383,2011Q1,2011,March-2011,Thursday
720,10944, Order Finished  , Mike Vittorini         ,2011-11-12,9,363320,0.0,0, Technology       , Office Machines                ,363320,2011Q4,2011,November-2011,Saturday
721,11301, Order Finished  , Tony Chapman           ,2012-03-22,29,2389920,0.04,95597, Technology       , Computer Peripherals           ,2294323,2012Q1,2012,March-2012,Thursday
722,11332, Order Finished  , Liz Price              ,2009-11-16,6,368662,0.07,25806, Technology       , Telephones and Communication   ,342856,2009Q4,2009,November-2009,Monday
723,11392, Order Finished  , Sarah Bern             ,2009-09-05,28,257380,0.04,10295, Office Supplies  , Binders and Binder Accessories ,247085,2009Q3,2009,September-2009,Saturday
724,11745, Order Finished  , Mark Cousins           ,2012-07-19,17,1372540,0.06,82352, Technology       , Computer Peripherals           ,1290188,2012Q3,2012,July-2012,Thursday
725,11875, Order Finished  , Shahid Hopkins         ,2012-08-20,19,485260,0.0,0, Office Supplies  , Storage & Organization         ,485260,2012Q3,2012,August-2012,Monday
728,12579, Order Finished  , Patrick O'Brill        ,2011-06-16,5,140660,0.1,14066, Office Supplies  , Paper                          ,126594,2011Q2,2011,June-2011,Thursday
729,12743, Order Finished  , Mark Cousins           ,2010-06-23,39,1355036,0.09,121953, Technology       , Telephones and Communication   ,1233083,2010Q2,2010,June-2010,Wednesday
730,12902, Order Finished  , Daniel Byrd            ,2010-10-29,9,604100,0.0,0, Technology       , Computer Peripherals           ,604100,2010Q4,2010,October-2010,Friday
731,13380, Order Finished  , Rob Dowd               ,2009-07-15,24,132240,0.09,11902, Office Supplies  , Pens & Art Supplies            ,120338,2009Q3,2009,July-2009,Wednesday
732,13606, Order Finished  , Mike Vittorini         ,2009-04-26,34,219720,0.07,15380, Office Supplies  , Pens & Art Supplies            ,204340,2009Q2,2009,April-2009,Sunday
734,13984, Order Returned  , Khloe Miller           ,2012-09-24,30,4105640,0.05,205282, Furniture        , Office Furnishings             ,3900358,2012Q3,2012,September-2012,Monday
735,13986, Order Returned  , Kristina Nunn          ,2011-10-11,46,3811580,0.01,38116, Technology       , Computer Peripherals           ,3773464,2011Q4,2011,October-2011,Tuesday
736,14240, Order Finished  , Ralph Kennedy          ,2012-02-17,24,137760,0.0,0, Office Supplies  , Binders and Binder Accessories ,137760,2012Q1,2012,February-2012,Friday
737,14276, Order Finished  , Lela Donovan           ,2009-06-18,11,221580,0.1,22158, Office Supplies  , Pens & Art Supplies            ,199422,2009Q2,2009,June-2009,Thursday
738,14471, Order Finished  , Ralph Kennedy          ,2011-05-26,44,1647260,0.03,49418, Furniture        , Office Furnishings             ,1597842,2011Q2,2011,May-2011,Thursday
739,14529, Order Finished  , Lena Hernandez         ,2010-09-20,44,7638840,0.1,763884, Furniture        , Chairs & Chairmats             ,6874956,2010Q3,2010,September-2010,Monday
740,14948, Order Finished  , Shahid Hopkins         ,2011-05-28,6,1295560,0.0,0, Furniture        , Bookcases                      ,1295560,2011Q2,2011,May-2011,Saturday
741,16161, Order Finished  , Kristina Nunn          ,2012-07-28,49,5385379,0.03,161561, Technology       , Telephones and Communication   ,5223818,2012Q3,2012,July-2012,Saturday
742,16257, Order Finished  , Greg Maxwell           ,2012-05-05,16,205460,0.03,6164, Office Supplies  , Envelopes                      ,199296,2012Q2,2012,May-2012,Saturday
743,16806, Order Finished  , Vicky Freymann         ,2010-06-17,4,334740,0.1,33474, Technology       , Computer Peripherals           ,301266,2010Q2,2010,June-2010,Thursday
744,17344, Order Finished  , Rob Dowd               ,2010-07-19,40,4810915,0.01,48109, Technology       , Telephones and Communication   ,4762806,2010Q3,2010,July-2010,Monday
745,17382, Order Finished  , Lena Hernandez         ,2011-07-04,20,4325633,0.01,43256, Technology       , Telephones and Communication   ,4282377,2011Q3,2011,July-2011,Monday
746,17507, Order Finished  , Lela Donovan           ,2012-06-12,27,799520,0.04,31981, Office Supplies  , Appliances                     ,767539,2012Q2,2012,June-2012,Tuesday
747,17702, Order Finished  , Mark Cousins           ,2012-04-13,9,529260,0.02,10585, Technology       , Computer Peripherals           ,518675,2012Q2,2012,April-2012,Friday
748,17831, Order Finished  , Ricardo Emerson        ,2012-10-25,34,478600,0.06,28716, Furniture        , Office Furnishings             ,449884,2012Q4,2012,October-2012,Thursday
749,18179, Order Finished  , Liz Price              ,2009-08-01,50,6151660,0.03,184550, Technology       , Computer Peripherals           ,5967110,2009Q3,2009,August-2009,Saturday
751,19462, Order Finished  , Mark Cousins           ,2011-09-20,2,413360,0.0,0, Office Supplies  , Storage & Organization         ,413360,2011Q3,2011,September-2011,Tuesday
752,19936, Order Finished  , Giulietta Weimer       ,2012-11-13,19,73500,0.06,4410, Office Supplies  , Binders and Binder Accessories ,69090,2012Q4,2012,November-2012,Tuesday
753,19972, Order Finished  , Liz Price              ,2012-06-16,6,195720,0.04,7829, Furniture        , Office Furnishings             ,187891,2012Q2,2012,June-2012,Saturday
754,20038, Order Finished  , Sally Knutson          ,2010-02-26,42,346880,0.05,17344, Furniture        , Office Furnishings             ,329536,2010Q1,2010,February-2010,Friday
756,20676, Order Finished  , Shahid Shariari        ,2012-11-22,22,87940,0.04,3518, Office Supplies  , Binders and Binder Accessories ,84422,2012Q4,2012,November-2012,Thursday
758,20838, Order Finished  , Shahid Shariari        ,2009-04-10,5,40340,0.05,2017, Office Supplies  , Pens & Art Supplies            ,38323,2009Q2,2009,April-2009,Friday
759,20960, Order Finished  , Giulietta Weimer       ,2011-11-18,19,391920,0.1,39192, Technology       , Computer Peripherals           ,352728,2011Q4,2011,November-2011,Friday
761,21350, Order Finished  , Ralph Kennedy          ,2011-02-24,30,557880,0.01,5579, Office Supplies  , Paper                          ,552301,2011Q1,2011,February-2011,Thursday
763,21671, Order Finished  , Thomas Brumley         ,2010-06-15,15,1341880,0.02,26838, Technology       , Computer Peripherals           ,1315042,2010Q2,2010,June-2010,Tuesday
765,23207, Order Finished  , Ralph Kennedy          ,2010-10-22,11,673820,0.1,67382, Office Supplies  , Paper                          ,606438,2010Q4,2010,October-2010,Friday
766,23940, Order Finished  , Khloe Miller           ,2011-04-08,20,277040,0.03,8311, Office Supplies  , Appliances                     ,268729,2011Q2,2011,April-2011,Friday
767,24450, Order Finished  , Kristina Nunn          ,2012-07-09,37,886700,0.02,17734, Office Supplies  , Appliances                     ,868966,2012Q3,2012,July-2012,Monday
768,24580, Order Finished  , Mark Cousins           ,2012-06-23,25,2162440,0.08,172995, Office Supplies  , Pens & Art Supplies            ,1989445,2012Q2,2012,June-2012,Saturday
770,24933, Order Finished  , Shahid Shariari        ,2009-07-26,32,6832760,0.01,68328, Furniture        , Bookcases                      ,6764432,2009Q3,2009,July-2009,Sunday
773,25635, Order Finished  , Sally Knutson          ,2012-05-29,14,1266160,0.04,50646, Office Supplies  , Appliances                     ,1215514,2012Q2,2012,May-2012,Tuesday
774,25830, Order Finished  , Justin Hirsh           ,2010-05-06,5,50680,0.1,5068, Office Supplies  , Appliances                     ,45612,2010Q2,2010,May-2010,Thursday
775,26342, Order Finished  , Khloe Miller           ,2009-10-18,24,530700,0.02,10614, Office Supplies  , Paper                          ,520086,2009Q4,2009,October-2009,Sunday
776,26368, Order Finished  , Shahid Shariari        ,2010-07-15,25,3618025,0.01,36180, Technology       , Telephones and Communication   ,3581845,2010Q3,2010,July-2010,Thursday
777,26372, Order Returned  , Ralph Kennedy          ,2009-07-12,1,63920,0.01,639, Technology       , Computer Peripherals           ,63281,2009Q3,2009,July-2009,Sunday
778,26756, Order Finished  , Giulietta Weimer       ,2012-05-10,25,1534520,0.07,107416, Technology       , Computer Peripherals           ,1427104,2012Q2,2012,May-2012,Thursday
779,26851, Order Finished  , Heather Jas            ,2011-07-24,44,147280,0.07,10310, Technology       , Computer Peripherals           ,136970,2011Q3,2011,July-2011,Sunday
780,26981, Order Finished  , Vicky Freymann         ,2012-08-30,13,1206694,0.08,96536, Technology       , Telephones and Communication   ,1110158,2012Q3,2012,August-2012,Thursday
782,27330, Order Finished  , Mark Cousins           ,2009-09-16,8,1015480,0.05,50774, Furniture        , Office Furnishings             ,964706,2009Q3,2009,September-2009,Wednesday
783,27781, Order Finished  , Shahid Hopkins         ,2011-09-15,47,362260,0.0,0, Office Supplies  , Envelopes                      ,362260,2011Q3,2011,September-2011,Thursday
784,28225, Order Finished  , Khloe Miller           ,2009-01-22,9,412080,0.0,0, Furniture        , Office Furnishings             ,412080,2009Q1,2009,January-2009,Thursday
785,28389, Order Finished  , Mark Cousins           ,2009-11-03,22,1336780,0.07,93575, Furniture        , Office Furnishings             ,1243205,2009Q4,2009,November-2009,Tuesday
786,28898, Order Finished  , Mark Cousins           ,2011-05-28,44,492000,0.1,49200, Office Supplies  , Paper                          ,442800,2011Q2,2011,May-2011,Saturday
787,28901, Order Finished  , Trudy Schmidt          ,2012-06-11,23,1742640,0.1,174264, Office Supplies  , Paper                          ,1568376,2012Q2,2012,June-2012,Monday
788,29185, Order Finished  , Rob Dowd               ,2010-01-20,8,936980,0.03,28109, Office Supplies  , Appliances                     ,908871,2010Q1,2010,January-2010,Wednesday
790,29985, Order Finished  , Khloe Miller           ,2012-07-11,22,393500,0.03,11805, Furniture        , Office Furnishings             ,381695,2012Q3,2012,July-2012,Wednesday
791,29986, Order Finished  , Rob Dowd               ,2011-07-03,40,2954780,0.03,88643, Office Supplies  , Binders and Binder Accessories ,2866137,2011Q3,2011,July-2011,Sunday
792,30147, Order Finished  , Cathy Armstrong        ,2012-06-17,37,1480280,0.06,88817, Furniture        , Office Furnishings             ,1391463,2012Q2,2012,June-2012,Sunday
793,30149, Order Finished  , Mark Cousins           ,2010-12-12,8,32940,0.1,3294, Office Supplies  , Binders and Binder Accessories ,29646,2010Q4,2010,December-2010,Sunday
794,30310, Order Finished  , Thomas Brumley         ,2012-04-26,21,4048057,0.1,404806, Technology       , Telephones and Communication   ,3643251,2012Q2,2012,April-2012,Thursday
796,31872, Order Finished  , Vicky Freymann         ,2010-09-06,34,5666380,0.06,339983, Office Supplies  , Envelopes                      ,5326397,2010Q3,2010,September-2010,Monday
797,31874, Order Finished  , Shahid Shariari        ,2012-09-15,29,643900,0.03,19317, Office Supplies  ," Scissors, Rulers and Trimmers  ",624583,2012Q3,2012,September-2012,Saturday
798,31938, Order Finished  , Shahid Shariari        ,2011-07-27,13,2387240,0.08,190979, Furniture        , Chairs & Chairmats             ,2196261,2011Q3,2011,July-2011,Wednesday
799,32582, Order Returned  , Tony Chapman           ,2009-06-25,27,5561760,0.07,389323, Furniture        , Office Furnishings             ,5172437,2009Q2,2009,June-2009,Thursday
800,32611, Order Finished  , Neil Knudson           ,2009-08-27,16,67520,0.04,2701, Office Supplies  , Binders and Binder Accessories ,64819,2009Q3,2009,August-2009,Thursday
801,32901, Order Returned  , Neil Knudson           ,2011-01-10,13,99480,0.0,0, Office Supplies  , Labels                         ,99480,2011Q1,2011,January-2011,Monday
802,33284, Order Finished  , Lela Donovan           ,2012-03-31,21,960780,0.01,9608, Furniture        , Office Furnishings             ,951172,2012Q1,2012,March-2012,Saturday
804,33732, Order Finished  , Heather Jas            ,2009-08-28,33,665900,0.05,33295, Furniture        , Office Furnishings             ,632605,2009Q3,2009,August-2009,Friday
805,34435, Order Finished  , Justin Hirsh           ,2009-08-05,42,894720,0.01,8947, Office Supplies  , Pens & Art Supplies            ,885773,2009Q3,2009,August-2009,Wednesday
806,34852, Order Finished  , Rob Dowd               ,2012-09-05,26,107860,0.04,4314, Office Supplies  , Binders and Binder Accessories ,103546,2012Q3,2012,September-2012,Wednesday
807,35649, Order Finished  , Justin Hirsh           ,2011-10-09,9,86520,0.1,8652, Office Supplies  , Binders and Binder Accessories ,77868,2011Q4,2011,October-2011,Sunday
808,36480, Order Finished  , Lela Donovan           ,2010-08-22,44,2381600,0.07,166712, Office Supplies  , Binders and Binder Accessories ,2214888,2010Q3,2010,August-2010,Sunday
809,36803, Order Finished  , Ralph Kennedy          ,2012-08-04,42,243300,0.05,12165, Office Supplies  , Labels                         ,231135,2012Q3,2012,August-2012,Saturday
810,36805, Order Finished  , Shahid Shariari        ,2010-12-14,7,527600,0.0,0, Furniture        , Office Furnishings             ,527600,2010Q4,2010,December-2010,Tuesday
811,36834, Order Finished  , Rob Dowd               ,2009-12-24,11,3870200,0.01,38702, Furniture        , Bookcases                      ,3831498,2009Q4,2009,December-2009,Thursday
813,37729, Order Finished  , Giulietta Weimer       ,2009-01-15,48,895780,0.0,0, Office Supplies  , Binders and Binder Accessories ,895780,2009Q1,2009,January-2009,Thursday
814,37988, Order Finished  , Khloe Miller           ,2011-04-05,12,378380,0.08,30270, Office Supplies  , Storage & Organization         ,348110,2011Q2,2011,April-2011,Tuesday
815,38690, Order Finished  , Shahid Shariari        ,2012-01-20,28,1395000,0.02,27900, Technology       , Office Machines                ,1367100,2012Q1,2012,January-2012,Friday
816,38758, Order Finished  , Justin Hirsh           ,2011-09-24,7,994400,0.0,0, Office Supplies  , Appliances                     ,994400,2011Q3,2011,September-2011,Saturday
817,39332, Order Finished  , Khloe Miller           ,2011-10-09,4,397440,0.01,3974, Furniture        , Office Furnishings             ,393466,2011Q4,2011,October-2011,Sunday
818,39745, Order Finished  , Ralph Kennedy          ,2011-05-04,8,1910580,0.05,95529, Technology       , Office Machines                ,1815051,2011Q2,2011,May-2011,Wednesday
819,40134, Order Returned  , Shahid Hopkins         ,2011-10-09,10,218740,0.1,21874, Office Supplies  , Appliances                     ,196866,2011Q4,2011,October-2011,Sunday
820,40164, Order Finished  , Chuck Clark            ,2010-04-10,8,368140,0.04,14726, Furniture        , Office Furnishings             ,353414,2010Q2,2010,April-2010,Saturday
821,40608, Order Finished  , Bill Eplett            ,2012-08-19,29,1147940,0.05,57397, Office Supplies  , Paper                          ,1090543,2012Q3,2012,August-2012,Sunday
822,40801, Order Finished  , Sarah Bern             ,2012-07-01,20,258320,0.07,18082, Office Supplies  , Paper                          ,240238,2012Q3,2012,July-2012,Sunday
823,40965, Order Finished  , Mark Cousins           ,2009-11-20,29,1687100,0.08,134968, Office Supplies  , Paper                          ,1552132,2009Q4,2009,November-2009,Friday
824,41286, Order Finished  , Lena Hernandez         ,2012-09-16,40,521920,0.09,46973, Office Supplies  , Paper                          ,474947,2012Q3,2012,September-2012,Sunday
825,41412, Order Finished  , Shahid Shariari        ,2009-09-17,47,527620,0.03,15829, Office Supplies  , Binders and Binder Accessories ,511791,2009Q3,2009,September-2009,Thursday
826,41569, Order Finished  , Khloe Miller           ,2010-07-21,16,121520,0.03,3646, Furniture        , Office Furnishings             ,117874,2010Q3,2010,July-2010,Wednesday
827,41633, Order Finished  , Bill Eplett            ,2010-11-09,29,7273820,0.0,0, Furniture        , Chairs & Chairmats             ,7273820,2010Q4,2010,November-2010,Tuesday
829,42112, Order Finished  , Bill Eplett            ,2010-12-24,16,5488722,0.01,54887, Technology       , Telephones and Communication   ,5433835,2010Q4,2010,December-2010,Friday
830,42177, Order Finished  , Shahid Hopkins         ,2012-05-30,49,2403868,0.03,72116, Technology       , Telephones and Communication   ,2331752,2012Q2,2012,May-2012,Wednesday
831,42339, Order Finished  , Cathy Armstrong        ,2009-02-12,31,413080,0.02,8262, Office Supplies  , Paper                          ,404818,2009Q1,2009,February-2009,Thursday
832,42342, Order Returned  , Bill Eplett            ,2009-09-04,25,636280,0.01,6363, Office Supplies  , Paper                          ,629917,2009Q3,2009,September-2009,Friday
833,42947, Order Finished  , Patrick O'Brill        ,2010-08-26,5,354100,0.0,0, Technology       , Computer Peripherals           ,354100,2010Q3,2010,August-2010,Thursday
834,43079, Order Finished  , Giulietta Weimer       ,2009-07-21,40,2368060,0.04,94722, Technology       , Computer Peripherals           ,2273338,2009Q3,2009,July-2009,Tuesday
836,43140, Order Returned  , Marc Harrigan          ,2009-03-18,23,260320,0.1,26032, Office Supplies  , Paper                          ,234288,2009Q1,2009,March-2009,Wednesday
837,44098, Order Returned  , John Grady             ,2010-01-27,1,10120,0.01,101, Office Supplies  ," Scissors, Rulers and Trimmers  ",10019,2010Q1,2010,January-2010,Wednesday
838,44451, Order Finished  , Khloe Miller           ,2011-09-11,4,207800,0.07,14546, Furniture        , Office Furnishings             ,193254,2011Q3,2011,September-2011,Sunday
839,45059, Order Finished  , Tony Chapman           ,2011-02-03,35,2655180,0.05,132759, Office Supplies  , Pens & Art Supplies            ,2522421,2011Q1,2011,February-2011,Thursday
840,45155, Order Finished  , Ralph Kennedy          ,2011-02-15,44,363220,0.03,10897, Office Supplies  , Binders and Binder Accessories ,352323,2011Q1,2011,February-2011,Tuesday
841,45317, Order Finished  , Trudy Schmidt          ,2012-03-01,36,2871900,0.05,143595, Technology       , Computer Peripherals           ,2728305,2012Q1,2012,March-2012,Thursday
842,45731, Order Finished  , Gene Hale              ,2009-08-10,19,293260,0.01,2933, Office Supplies  , Paper                          ,290327,2009Q3,2009,August-2009,Monday
843,46849, Order Finished  , Sarah Bern             ,2010-12-13,23,377080,0.09,33937, Technology       , Computer Peripherals           ,343143,2010Q4,2010,December-2010,Monday
844,47108, Order Finished  , Justin Hirsh           ,2009-10-15,19,719360,0.07,50355, Furniture        , Office Furnishings             ,669005,2009Q4,2009,October-2009,Thursday
845,47520, Order Finished  , Liz Price              ,2009-10-07,36,555760,0.09,50018, Office Supplies  , Binders and Binder Accessories ,505742,2009Q4,2009,October-2009,Wednesday
847,47713, Order Finished  , Marc Harrigan          ,2009-07-03,34,6838301,0.0,0, Technology       , Telephones and Communication   ,6838301,2009Q3,2009,July-2009,Friday
848,48452, Order Finished  , Giulietta Weimer       ,2010-10-09,32,3718020,0.09,334622, Furniture        , Chairs & Chairmats             ,3383398,2010Q4,2010,October-2010,Saturday
849,49088, Order Finished  , Kristina Nunn          ,2009-09-23,16,260220,0.03,7807, Technology       , Computer Peripherals           ,252413,2009Q3,2009,September-2009,Wednesday
850,49223, Order Finished  , Chuck Clark            ,2011-10-02,24,476500,0.05,23825, Office Supplies  , Storage & Organization         ,452675,2011Q4,2011,October-2011,Sunday
851,49987, Order Finished  , Tanja Norvell          ,2011-01-19,15,3590980,0.05,179549, Furniture        , Bookcases                      ,3411431,2011Q1,2011,January-2011,Wednesday
852,50208, Order Finished  , Sarah Bern             ,2011-01-22,4,77520,0.1,7752, Office Supplies  , Binders and Binder Accessories ,69768,2011Q1,2011,January-2011,Saturday
853,50338, Order Finished  , Liz Price              ,2009-03-23,36,1102880,0.0,0, Technology       , Office Machines                ,1102880,2009Q1,2009,March-2009,Monday
854,50945, Order Finished  , Vicky Freymann         ,2011-01-07,27,1668125,0.01,16681, Technology       , Telephones and Communication   ,1651444,2011Q1,2011,January-2011,Friday
855,51462, Order Finished  , Philisse Overcash      ,2011-06-22,15,835760,0.08,66861, Office Supplies  , Pens & Art Supplies            ,768899,2011Q2,2011,June-2011,Wednesday
856,51494, Order Finished  , Justin Hirsh           ,2011-08-03,42,987120,0.06,59227, Technology       , Office Machines                ,927893,2011Q3,2011,August-2011,Wednesday
857,51525, Order Finished  , Patrick O'Brill        ,2011-11-07,18,720480,0.04,28819, Technology       , Computer Peripherals           ,691661,2011Q4,2011,November-2011,Monday
858,52933, Order Finished  , Liz Price              ,2010-08-26,44,420920,0.03,12628, Office Supplies  , Binders and Binder Accessories ,408292,2010Q3,2010,August-2010,Thursday
859,53025, Order Finished  , Justin Hirsh           ,2010-03-17,32,391140,0.09,35203, Office Supplies  , Paper                          ,355937,2010Q1,2010,March-2010,Wednesday
860,53894, Order Finished  , Cathy Armstrong        ,2009-07-07,47,1383040,0.03,41491, Furniture        , Office Furnishings             ,1341549,2009Q3,2009,July-2009,Tuesday
861,53953, Order Finished  , Heather Jas            ,2009-03-27,36,615300,0.07,43071, Office Supplies  , Paper                          ,572229,2009Q1,2009,March-2009,Friday
862,54304, Order Finished  , Justin Hirsh           ,2010-02-17,11,1117240,0.03,33517, Office Supplies  , Appliances                     ,1083723,2010Q1,2010,February-2010,Wednesday
863,55075, Order Finished  , Lena Hernandez         ,2011-02-01,21,1112900,0.08,89032, Furniture        , Chairs & Chairmats             ,1023868,2011Q1,2011,February-2011,Tuesday
864,55268, Order Finished  , Patrick O'Brill        ,2012-03-17,11,122920,0.08,9834, Technology       , Computer Peripherals           ,113086,2012Q1,2012,March-2012,Saturday
865,55367, Order Finished  , Kristina Nunn          ,2009-01-10,31,4274200,0.05,213710, Furniture        , Bookcases                      ,4060490,2009Q1,2009,January-2009,Saturday
866,56321, Order Finished  , Shahid Shariari        ,2010-04-16,24,271760,0.1,27176, Office Supplies  , Binders and Binder Accessories ,244584,2010Q2,2010,April-2010,Friday
867,56610, Order Finished  , Justin Hirsh           ,2010-03-07,20,1715900,0.08,137272, Technology       , Computer Peripherals           ,1578628,2010Q1,2010,March-2010,Sunday
868,56740, Order Finished  , Khloe Miller           ,2012-10-16,33,1324420,0.01,13244, Furniture        , Office Furnishings             ,1311176,2012Q4,2012,October-2012,Tuesday
869,56901, Order Returned  , Paul MacIntyre         ,2009-09-11,36,201360,0.0,0, Office Supplies  , Pens & Art Supplies            ,201360,2009Q3,2009,September-2009,Friday
870,57314, Order Finished  , Patrick O'Brill        ,2010-10-12,22,1692700,0.04,67708, Office Supplies  , Paper                          ,1624992,2010Q4,2010,October-2010,Tuesday
871,57376, Order Finished  , Mike Vittorini         ,2011-06-19,44,885440,0.07,61981, Furniture        , Office Furnishings             ,823459,2011Q2,2011,June-2011,Sunday
872,57671, Order Finished  , Liz Price              ,2012-11-07,6,45560,0.01,456, Office Supplies  , Labels                         ,45104,2012Q4,2012,November-2012,Wednesday
873,57700, Order Finished  , Paul MacIntyre         ,2011-11-12,38,3612860,0.04,144514, Technology       , Computer Peripherals           ,3468346,2011Q4,2011,November-2011,Saturday
874,58407, Order Finished  , John Grady             ,2011-05-06,29,3339760,0.02,66795, Office Supplies  , Paper                          ,3272965,2011Q2,2011,May-2011,Friday
875,58593, Order Finished  , Ricardo Emerson        ,2011-09-08,29,4036900,0.08,322952, Furniture        , Office Furnishings             ,3713948,2011Q3,2011,September-2011,Thursday
876,58884, Order Finished  , Chuck Clark            ,2011-03-21,29,175360,0.03,5261, Office Supplies  , Labels                         ,170099,2011Q1,2011,March-2011,Monday
877,58913, Order Finished  , Sarah Bern             ,2010-05-11,23,289100,0.07,20237, Office Supplies  , Paper                          ,268863,2010Q2,2010,May-2010,Tuesday
878,58978, Order Finished  , Kristina Nunn          ,2012-02-06,13,151780,0.09,13660, Office Supplies  , Paper                          ,138120,2012Q1,2012,February-2012,Monday
879,229, Order Finished  , Matt Abelman           ,2010-12-28,43,1172220,0.11,128944, Furniture        , Office Furnishings             ,1043276,2010Q4,2010,December-2010,Tuesday
880,706, Order Finished  , Sarah Jordon           ,2011-09-08,42,150280,0.05,7514, Office Supplies  , Pens & Art Supplies            ,142766,2011Q3,2011,September-2011,Thursday
882,1313, Order Finished  , Sally Matthias         ,2009-09-12,34,1680140,0.0,0, Office Supplies  , Paper                          ,1680140,2009Q3,2009,September-2009,Saturday
884,1699, Order Finished  , Art Ferguson           ,2010-12-29,40,861760,0.05,43088, Office Supplies  , Envelopes                      ,818672,2010Q4,2010,December-2010,Wednesday
885,2208, Order Finished  , Jack O'Briant          ,2011-04-30,7,164120,0.07,11488, Office Supplies  , Binders and Binder Accessories ,152632,2011Q2,2011,April-2011,Saturday
886,2656, Order Finished  , Nathan Cano            ,2010-05-03,3,1046220,0.05,52311, Furniture        , Tables                         ,993909,2010Q2,2010,May-2010,Monday
887,3361, Order Finished  , Michael Granlund       ,2012-08-22,49,427420,0.06,25645, Office Supplies  , Paper                          ,401775,2012Q3,2012,August-2012,Wednesday
888,3393, Order Finished  , Steve Carroll          ,2011-07-03,7,255480,0.04,10219, Technology       , Computer Peripherals           ,245261,2011Q3,2011,July-2011,Sunday
889,4487, Order Finished  , Scott Williamson       ,2010-02-22,50,650480,0.05,32524, Office Supplies  , Binders and Binder Accessories ,617956,2010Q1,2010,February-2010,Monday
890,4579, Order Finished  , Dennis Bolton          ,2011-11-30,40,3530100,0.05,176505, Office Supplies  , Binders and Binder Accessories ,3353595,2011Q4,2011,November-2011,Wednesday
891,5061, Order Returned  , Sean Wendt             ,2010-08-13,4,25600,0.0,0, Office Supplies  , Pens & Art Supplies            ,25600,2010Q3,2010,August-2010,Friday
892,5092, Order Finished  , John Castell           ,2011-10-29,3,1418080,0.1,141808, Furniture        , Bookcases                      ,1276272,2011Q4,2011,October-2011,Saturday
893,5511, Order Returned  , Art Ferguson           ,2009-11-28,46,258880,0.02,5178, Office Supplies  , Pens & Art Supplies            ,253702,2009Q4,2009,November-2009,Saturday
895,5890, Order Finished  , David Philippe         ,2012-11-03,42,1627070,0.0,0, Technology       , Telephones and Communication   ,1627070,2012Q4,2012,November-2012,Saturday
